filename,composer,type,tracks,4per_beat,first_key_sig,predicted_key_sig,first_time_n,first_time_d,first_time_32nd,time_clocks_per_click,first_note,first_note_time,has_note_off,has_key_change,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No1_BWV825_Praeludium_1.mid,Bach,1,3,1024,D,D,4,4,8,24,D,0,True,False,3.0,17.0,51.0,0.0,10.0,0.0,18.0,17.0,6.0,37.0,1.0,12.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73dfyms_1.mid,Hays,1,8,96,C,C,2,4,8,24,E,0,True,False,169.0,4.0,53.0,29.0,67.0,30.0,31.0,86.0,0.0,30.0,7.0,12.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\String Quartet n2 op18 n2 2mov_3.mid,Beethoven,1,5,192,F,F,2,4,8,24,A,0,True,False,65.0,2.0,23.0,6.0,20.0,43.0,2.0,52.0,1.0,65.0,55.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No1_BWV825_Sarabande_0.mid,Bach,1,3,1024,D,D,3,4,8,24,D,0,True,False,14.0,31.0,53.0,0.0,38.0,0.0,43.0,23.0,14.0,52.0,3.0,34.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\String Quartet n2 op18 n2 2mov_4.mid,Beethoven,1,5,192,F,F,2,4,8,24,A,0,True,False,55.0,0.0,29.0,2.0,21.0,51.0,1.0,51.0,1.0,60.0,41.0,10.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No1_BWV825_Sarabande_1.mid,Bach,1,3,1024,D,D,3,4,8,24,A,0,True,False,7.0,39.0,40.0,10.0,65.0,0.0,36.0,26.0,15.0,48.0,9.0,39.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73dfyms_3.mid,Hays,1,8,96,C,C,2,4,8,24,F,0,True,False,152.0,3.0,50.0,21.0,58.0,33.0,45.0,86.0,0.0,34.0,8.0,12.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No1_BWV825_Sarabande_2.mid,Bach,1,3,1024,D,D,3,4,8,24,G,0,True,False,10.0,32.0,39.0,10.0,55.0,3.0,42.0,44.0,5.0,46.0,6.0,35.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\String Quartet n2 op18 n2 2mov_6.mid,Beethoven,1,5,192,C,C,3,4,8,24,G,0,True,False,102.0,2.0,41.0,7.0,52.0,31.0,9.0,101.0,13.0,20.0,11.0,41.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\String Quartet n2 op18 n2 2mov_7.mid,Beethoven,1,5,192,C,C,3,4,8,24,C,0,True,False,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No2_BWV1004_Allemande_0.mid,Bach,1,2,480,,C,1,4,78,14,D,0.703125,True,False,26.0,7.0,37.0,0.0,32.0,29.0,4.0,26.0,11.0,44.0,19.0,24.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\String Quartet n2 op18 n2 3mov_0.mid,Beethoven,1,5,192,G,D,3,4,8,24,D,0,True,False,20.0,8.0,44.0,2.0,4.0,0.0,22.0,30.0,0.0,22.0,0.0,20.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No2_BWV1004_Allemande_1.mid,Bach,1,2,480,,C,4,4,78,14,F,0,True,False,26.0,8.0,40.0,0.0,33.0,32.0,4.0,26.0,12.0,47.0,19.0,24.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No2_BWV1004_Allemande_2.mid,Bach,1,2,480,,F,4,4,78,14,F,0,True,False,27.0,7.0,35.0,17.0,24.0,35.0,9.0,38.0,1.0,43.0,34.0,4.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73gaw_0.mid,Hays,1,11,96,F,F,4,4,8,24,C,0,True,False,152.0,3.0,82.0,0.0,42.0,131.0,59.0,22.0,0.0,80.0,58.0,36.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\String Quartet n2 op18 n2 3mov_11.mid,Beethoven,1,5,192,G,D,3,4,8,24,G#,0,True,False,16.0,9.0,30.0,19.0,21.0,9.0,32.0,39.0,1.0,26.0,2.0,51.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No2_BWV1004_Allemande_4.mid,Bach,1,2,480,,C,4,4,78,14,F,0,True,False,0.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\String Quartet n2 op18 n2 3mov_12.mid,Beethoven,1,5,192,G,G,3,4,8,24,G,0,True,False,28.0,15.0,44.0,3.0,24.0,2.0,21.0,50.0,4.0,19.0,5.0,33.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No2_BWV1004_Courante_0.mid,Bach,1,3,480,,F,1,4,184,8,A,0.4285709999999999,True,False,13.0,5.0,16.0,2.0,13.0,17.0,1.0,15.0,0.0,21.0,14.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\String Quartet n2 op18 n2 3mov_13.mid,Beethoven,1,5,192,G,D,3,4,8,24,G,0,True,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No2_BWV1004_Courante_1.mid,Bach,1,3,480,,C,3,4,184,8,F,0,True,False,15.0,6.0,22.0,1.0,17.0,16.0,0.0,8.0,6.0,22.0,6.0,8.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\String Quartet n2 op18 n2 3mov_2.mid,Beethoven,1,5,192,G,G,3,4,8,24,B,0,True,False,28.0,16.0,40.0,3.0,28.0,5.0,16.0,53.0,4.0,17.0,5.0,35.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No2_BWV1004_Courante_2.mid,Bach,1,3,480,,F,3,4,184,8,A,0,True,False,20.0,3.0,20.0,1.0,18.0,15.0,1.0,11.0,6.0,22.0,10.0,8.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\String Quartet n2 op18 n2 3mov_3.mid,Beethoven,1,5,192,G,G,3,4,8,24,G,0,True,False,16.0,9.0,36.0,11.0,18.0,6.0,31.0,34.0,1.0,22.0,3.0,53.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No2_BWV1004_Courante_3.mid,Bach,1,3,480,,F,3,4,184,8,A,0,True,False,10.0,4.0,22.0,8.0,10.0,13.0,5.0,15.0,1.0,17.0,15.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73gaw_4.mid,Hays,1,11,96,F,C#,4,4,8,24,D,0,True,False,144.0,5.0,36.0,7.0,29.0,87.0,66.0,22.0,39.0,54.0,35.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No2_BWV1004_Courante_4.mid,Bach,1,3,480,,F,3,4,184,8,G,0,True,False,9.0,16.0,26.0,4.0,10.0,11.0,4.0,16.0,3.0,21.0,9.0,6.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No2_BWV1004_Courante_5.mid,Bach,1,3,480,,F,3,4,184,8,C#,0,True,False,11.0,3.0,23.0,8.0,9.0,15.0,5.0,19.0,0.0,18.0,16.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No2_BWV1004_Courante_6.mid,Bach,1,3,480,,F,3,4,184,8,E,0,True,False,8.0,13.0,22.0,4.0,6.0,7.0,4.0,12.0,2.0,17.0,8.0,4.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\String Quartet n2 op18 n2 3mov_7.mid,Beethoven,1,5,192,C,C,3,4,8,24,G,0,True,False,52.0,2.0,47.0,3.0,34.0,29.0,9.0,66.0,1.0,20.0,4.0,26.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No2_BWV826_Sinfonia_0.mid,Bach,1,3,480,,G,4,4,7,11,E,0,True,False,36.0,9.0,22.0,21.0,79.0,11.0,49.0,58.0,5.0,63.0,1.0,75.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\String Quartet n2 op18 n2 3mov_8.mid,Beethoven,1,5,192,C,C,3,4,8,24,G,0,True,False,36.0,0.0,28.0,0.0,29.0,11.0,6.0,68.0,2.0,11.0,3.0,25.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No2_BWV826_Sinfonia_1.mid,Bach,1,3,480,,D,4,4,7,11,F,0,True,False,26.0,30.0,48.0,8.0,57.0,7.0,54.0,37.0,14.0,48.0,21.0,82.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\String Quartet n2 op18 n2 3mov_9.mid,Beethoven,1,5,192,C,C,3,4,8,24,E,0,True,False,52.0,2.0,36.0,3.0,39.0,28.0,8.0,64.0,1.0,19.0,1.0,19.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No2_BWV826_Sinfonia_2.mid,Bach,1,3,480,,D,3,4,204,21,G,0,True,False,16.0,22.0,29.0,10.0,37.0,4.0,42.0,28.0,10.0,27.0,9.0,40.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_0.mid,Beethoven,1,14,120,D,D,4,4,8,24,D,0,True,False,0.0,15.0,29.0,8.0,18.0,0.0,17.0,20.0,0.0,47.0,0.0,11.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73guastd_13.mid,Hays,1,11,96,Ab,D#,2,2,8,48,C,0,True,False,13.0,3.0,4.0,0.0,2.0,16.0,10.0,5.0,8.0,0.0,9.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Partita_No2_BWV826_Sinfonia_4.mid,Bach,1,3,480,,G,3,4,204,21,D,0,True,False,23.0,8.0,23.0,17.0,41.0,10.0,35.0,33.0,10.0,39.0,1.0,46.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73guastd_2.mid,Hays,1,11,96,Ab,C#,2,2,8,48,C#,0,True,False,99.0,75.0,47.0,222.0,1.0,48.0,24.0,46.0,115.0,0.0,73.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Passion_Mathieu_BWV244_Aria_No20_0.mid,Bach,1,4,480,,F,4,4,66,15,A,0,True,False,8.0,23.0,53.0,1.0,43.0,43.0,2.0,28.0,3.0,48.0,15.0,10.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_11.mid,Beethoven,1,14,120,D,A,4,4,8,24,D,0,True,False,0.0,34.0,50.0,4.0,130.0,0.0,37.0,5.0,41.0,71.0,6.0,49.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73guastd_4.mid,Hays,1,11,96,Ab,D#,2,2,8,48,G,0,True,False,131.0,6.0,48.0,50.0,14.0,76.0,103.0,42.0,71.0,2.0,14.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_12.mid,Beethoven,1,14,120,D,D,4,4,8,24,B,0,True,False,9.0,94.0,33.0,7.0,38.0,7.0,23.0,6.0,8.0,37.0,3.0,80.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Passion_Mathieu_BWV244_Aria_No20_2.mid,Bach,1,4,480,,F,4,4,66,15,E,0,True,False,35.0,6.0,42.0,14.0,36.0,39.0,5.0,44.0,14.0,41.0,30.0,10.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73guastd_5.mid,Hays,1,11,96,Ab,C#,2,2,8,48,C#,0,True,False,106.0,81.0,48.0,217.0,2.0,55.0,12.0,36.0,135.0,0.0,61.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_13.mid,Beethoven,1,14,120,D,C,4,4,8,24,C,0,True,False,46.0,34.0,41.0,8.0,108.0,42.0,79.0,7.0,22.0,83.0,0.0,57.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Passion_Mathieu_BWV244_Aria_No20_4.mid,Bach,1,4,480,,F,4,4,66,15,A,0,True,False,9.0,27.0,52.0,2.0,39.0,36.0,9.0,47.0,2.0,50.0,26.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_14.mid,Beethoven,1,14,120,D,C,4,4,8,24,A,0,True,False,72.0,10.0,84.0,7.0,127.0,46.0,5.0,27.0,26.0,124.0,24.0,45.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Polonaise_0.mid,Bach,1,3,480,,F,4,4,227,11,D,0,True,False,12.0,40.0,70.0,4.0,64.0,64.0,0.0,70.0,0.0,82.0,48.0,8.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_15.mid,Beethoven,1,14,120,D,C,4,4,8,24,C#,0,True,False,72.0,16.0,52.0,0.0,158.0,15.0,18.0,20.0,44.0,112.0,4.0,57.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73guastd_9.mid,Hays,1,11,96,Ab,C#,2,2,8,48,D#,0,True,False,140.0,13.0,34.0,40.0,24.0,76.0,94.0,47.0,80.0,0.0,68.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Polonaise_2.mid,Bach,1,3,480,,F,4,4,227,11,G,0,True,False,0.0,10.0,22.0,0.0,20.0,20.0,0.0,14.0,2.0,22.0,4.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73ihnh-pno_1.mid,Hays,1,7,96,Eb,D#,3,4,8,24,D,0,True,False,16.0,1.0,10.0,37.0,3.0,14.0,3.0,24.0,20.0,2.0,62.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73ihnh-pno_2.mid,Hays,1,7,96,Eb,D#,3,4,8,24,G#,0,True,False,17.0,2.0,17.0,46.0,0.0,16.0,1.0,26.0,39.0,2.0,72.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude10_Clavier_tempere2_10.mid,Bach,1,3,120,G,C,3,8,8,12,G,0,True,False,26.0,0.0,30.0,1.0,23.0,11.0,6.0,15.0,9.0,26.0,0.0,21.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73ihnh-pno_3.mid,Hays,1,7,96,Eb,D#,3,4,8,24,G#,0,True,False,24.0,1.0,22.0,57.0,3.0,21.0,6.0,32.0,25.0,7.0,81.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude10_Clavier_tempere2_11.mid,Bach,1,3,120,G,G,3,8,8,12,C,0,True,False,16.0,4.0,12.0,9.0,20.0,1.0,22.0,21.0,3.0,27.0,0.0,23.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73ihnh-pno_4.mid,Hays,1,7,96,Eb,D#,3,4,8,24,D,0,True,False,16.0,1.0,10.0,37.0,3.0,14.0,3.0,24.0,20.0,2.0,65.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude10_Clavier_tempere2_12.mid,Bach,1,3,120,G,G,3,8,8,12,F#,0,True,False,12.0,8.0,8.0,15.0,25.0,0.0,16.0,12.0,5.0,23.0,3.0,21.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73ihnh-pno_5.mid,Hays,1,7,96,Eb,D#,3,4,8,24,G#,0,True,False,17.0,2.0,17.0,46.0,0.0,16.0,1.0,26.0,39.0,2.0,72.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_20.mid,Beethoven,1,14,120,D,A#,4,4,8,24,G,0,True,False,43.0,8.0,110.0,21.0,3.0,4.0,22.0,99.0,0.0,52.0,67.0,4.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73ihnh-pno_6.mid,Hays,1,7,96,Eb,D#,3,4,8,24,G#,0,True,False,24.0,1.0,22.0,57.0,3.0,22.0,6.0,32.0,25.0,7.0,82.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_21.mid,Beethoven,1,14,120,D,F,4,4,8,24,A#,0,True,False,3.0,18.0,39.0,22.0,26.0,42.0,5.0,40.0,24.0,124.0,81.0,1.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73ihnh-pno_7.mid,Hays,1,7,96,Eb,D#,3,4,8,24,D,0,True,False,16.0,1.0,10.0,39.0,3.0,15.0,3.0,25.0,20.0,2.0,66.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_22.mid,Beethoven,1,14,120,D,D,4,4,8,24,A,0,True,False,9.0,55.0,159.0,8.0,52.0,4.0,22.0,29.0,11.0,123.0,13.0,19.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude10_Clavier_tempere2_5.mid,Bach,1,3,120,G,D,3,8,8,12,B,0,True,False,0.0,21.0,15.0,5.0,22.0,3.0,19.0,10.0,4.0,6.0,10.0,28.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73ihnh-pno_9.mid,Hays,1,7,96,Eb,D#,3,4,8,24,G#,0,True,False,22.0,0.0,19.0,46.0,0.0,13.0,5.0,23.0,21.0,6.0,56.0,3.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude10_Clavier_tempere2_6.mid,Bach,1,3,120,G,G,3,8,8,12,F#,0,True,False,21.0,1.0,26.0,3.0,24.0,8.0,10.0,19.0,3.0,25.0,0.0,19.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_23.mid,Beethoven,1,14,120,D,D,4,4,8,24,E,0,True,False,0.0,32.0,101.0,20.0,71.0,0.0,75.0,75.0,16.0,310.0,0.0,19.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73laca_0.mid,Hays,1,11,96,Ab,C#,4,4,8,24,D#,0,True,False,71.0,67.0,32.0,88.0,6.0,32.0,48.0,40.0,77.0,2.0,76.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude10_Clavier_tempere2_7.mid,Bach,1,3,120,G,G,3,8,8,12,E,0,True,False,22.0,2.0,15.0,6.0,17.0,4.0,17.0,16.0,7.0,29.0,0.0,27.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude10_Clavier_tempere2_8.mid,Bach,1,3,120,G,G,3,8,8,12,D,0,True,False,12.0,6.0,9.0,13.0,23.0,0.0,19.0,12.0,7.0,23.0,0.0,20.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73laca_1.mid,Hays,1,11,96,Ab,D#,6,8,8,12,A#,0,True,False,58.0,88.0,102.0,145.0,11.0,74.0,31.0,67.0,131.0,0.0,118.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude10_Clavier_tempere2_9.mid,Bach,1,3,120,G,G,3,8,8,12,C,0,True,False,10.0,7.0,9.0,12.0,25.0,2.0,20.0,20.0,1.0,25.0,3.0,21.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_25.mid,Beethoven,1,14,120,D,C,4,4,8,24,E,0,True,False,0.0,40.0,48.0,3.0,66.0,35.0,8.0,43.0,9.0,104.0,9.0,34.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_26.mid,Beethoven,1,14,120,D,C,4,4,8,24,B,0,True,False,6.0,24.0,72.0,1.0,35.0,26.0,16.0,29.0,1.0,132.0,7.0,75.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude11_Clavier_tempere1_1.mid,Bach,1,3,120,A,A,12,8,8,12,G#,0,True,False,0.0,14.0,15.0,0.0,8.0,0.0,12.0,0.0,15.0,17.0,0.0,8.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude12_Clavier_tempere2_0.mid,Bach,1,3,120,C,C,2,4,8,24,A,0.6,True,False,21.0,0.0,16.0,1.0,25.0,6.0,3.0,5.0,6.0,22.0,2.0,16.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_28.mid,Beethoven,1,14,120,D,D,4,4,8,24,B,0,True,False,5.0,29.0,62.0,3.0,74.0,0.0,75.0,87.0,5.0,105.0,2.0,37.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude12_Clavier_tempere2_10.mid,Bach,1,3,120,C,C,2,4,8,24,E,0,True,False,25.0,6.0,26.0,0.0,34.0,20.0,2.0,11.0,14.0,35.0,7.0,14.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73laca_5.mid,Hays,1,11,96,Ab,D#,6,8,8,12,G,0,True,False,68.0,82.0,85.0,145.0,14.0,60.0,27.0,68.0,112.0,0.0,94.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73laca_6.mid,Hays,1,11,96,Ab,C#,6,8,8,12,D#,0,True,False,11.0,15.0,10.0,17.0,0.0,6.0,14.0,2.0,15.0,0.0,13.0,0.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude12_Clavier_tempere2_3.mid,Bach,1,3,120,C,C,2,4,8,24,G,0,True,False,27.0,5.0,20.0,2.0,18.0,17.0,6.0,28.0,1.0,19.0,11.0,12.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73mdq_0.mid,Hays,1,12,96,Ab,D#,2,4,8,24,D#,1.0104166666666665,True,False,79.0,19.0,69.0,52.0,7.0,32.0,0.0,31.0,95.0,0.0,27.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude12_Clavier_tempere2_4.mid,Bach,1,3,120,C,C,2,4,8,24,A#,0,True,False,22.0,8.0,32.0,0.0,31.0,27.0,2.0,15.0,7.0,27.0,10.0,12.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude12_Clavier_tempere2_5.mid,Bach,1,3,120,C,C,2,4,8,24,D,0,True,False,23.0,4.0,20.0,2.0,28.0,14.0,2.0,5.0,15.0,38.0,0.0,20.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Hays\wsh73mdq_10.mid,Hays,1,12,96,Eb,D#,2,4,8,24,F,0,True,False,50.0,0.0,93.0,82.0,0.0,25.0,3.0,51.0,12.0,7.0,50.0,2.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Bach\Bach_Prelude12_Clavier_tempere2_7.mid,Bach,1,3,120,C,C,2,4,8,24,G,0,True,False,30.0,0.0,14.0,2.0,24.0,9.0,3.0,12.0,7.0,25.0,1.0,22.0
C:\Users\livb1\Desktop\Yolane\2020Spring\Capstone\music-classification-deep-generation\lstm\midi\Beethoven\Violin Concerto op61 1mov_33.mid,Beethoven,1,14,120,D,D,4,4,8,24,D,0,True,False,1.0,22.0,45.0,11.0,71.0,4.0,42.0,35.0,0.0,66.0,8.0,31.0
